UserID,Role,Round,totalRound,Total,move,roundResult,gameType
299197,first,1,1,100,50,"[50, 50]",dictator
299198,first,1,1,100,50,"[50, 50]",dictator
299199,first,1,1,100,10,"[90, 10]",dictator
299202,second,1,1,100,None,"[50, 50]",dictator
299204,second,1,1,100,None,"[60, 40]",dictator
299205,second,1,1,100,None,"[50, 50]",dictator
299206,second,1,1,0,None,"[0, 0]",dictator
299208,first,1,1,100,50,"[50, 50]",dictator
299210,first,1,1,100,40,"[60, 40]",dictator
299211,second,1,1,100,None,"[50, 50]",dictator
299212,first,1,1,100,25,"[75, 25]",dictator
299213,second,1,1,100,None,"[100, 0]",dictator
299214,second,1,1,100,None,"[100, 0]",dictator
299215,first,1,1,100,0,"[100, 0]",dictator
299216,first,1,1,100,0,"[100, 0]",dictator
299217,second,1,1,100,None,"[100, 0]",dictator
299218,second,1,1,100,None,"[100, 0]",dictator
299219,second,1,1,100,None,"[51, 49]",dictator
299220,first,1,1,100,0,"[100, 0]",dictator
299221,first,1,1,100,1,"[99, 1]",dictator
299222,second,1,1,100,None,"[75, 25]",dictator
299223,second,1,1,100,None,"[100, 0]",dictator
299224,second,1,1,100,None,"[50, 50]",dictator
299225,second,1,1,100,None,"[75, 25]",dictator
299226,second,1,1,100,None,"[50, 50]",dictator
299227,second,1,1,100,None,"[90, 10]",dictator
299229,first,1,1,100,50,"[50, 50]",dictator
299230,second,1,1,100,None,"[100, 0]",dictator
299231,first,1,1,0,1,"[0, 0]",dictator
299232,first,1,1,100,0,"[100, 0]",dictator
299233,first,1,1,100,40,"[60, 40]",dictator
299386,second,1,1,100,None,"[50, 50]",dictator
299389,first,1,1,100,50,"[50, 50]",dictator
299394,first,1,1,100,0,"[100, 0]",dictator
299395,first,1,1,100,50,"[50, 50]",dictator
299397,first,1,1,100,50,"[50, 50]",dictator
299398,second,1,1,0,None,"[0, 0]",dictator
299399,first,1,1,100,49,"[51, 49]",dictator
299400,second,1,1,100,None,"[63, 37]",dictator
299402,first,1,1,100,25,"[75, 25]",dictator
299414,second,1,1,100,None,"[90, 10]",dictator
299416,first,1,1,100,15,"[85, 15]",dictator
299417,second,1,1,100,None,"[99, 1]",dictator
299420,first,1,1,100,50,"[50, 50]",dictator
299425,second,1,1,100,None,"[50, 50]",dictator
299440,second,1,1,100,None,"[50, 50]",dictator
299447,second,1,1,100,None,"[100, 0]",dictator
299448,second,1,1,100,None,"[100, 0]",dictator
299449,first,1,1,100,37,"[63, 37]",dictator
299450,first,1,1,100,40,"[60, 40]",dictator
299451,first,1,1,100,33,"[67, 33]",dictator
299453,second,1,1,100,None,"[67, 33]",dictator
299455,first,1,1,100,40,"[60, 40]",dictator
299456,first,1,1,100,40,"[60, 40]",dictator
299458,second,1,1,100,None,"[100, 0]",dictator
299461,first,1,1,100,0,"[100, 0]",dictator
299462,first,1,1,100,50,"[50, 50]",dictator
299463,first,1,1,100,10,"[90, 10]",dictator
299464,first,1,1,100,25,"[75, 25]",dictator
299466,first,1,1,100,9,"[91, 9]",dictator
299467,first,1,1,100,0,"[100, 0]",dictator
299469,first,1,1,0,1,"[0, 0]",dictator
299470,second,1,1,100,None,"[50, 50]",dictator
299471,first,1,1,100,0,[100],dictator
299472,first,1,1,100,50,"[50, 50]",dictator
299473,first,1,1,100,0,"[100, 0]",dictator
299474,second,1,1,100,None,"[75, 25]",dictator
299476,first,1,1,100,50,"[50, 50]",dictator
299477,second,1,1,100,None,"[65, 35]",dictator
299478,second,1,1,100,None,"[75, 25]",dictator
299481,first,1,1,100,5,"[95, 5]",dictator
299482,first,1,1,100,50,"[50, 50]",dictator
299493,second,1,1,100,None,"[95, 5]",dictator
299494,second,1,1,100,None,"[50, 50]",dictator
299495,second,1,1,100,None,"[50, 50]",dictator
299503,first,1,1,100,1,"[99, 1]",dictator
299504,second,1,1,100,None,"[100, 0]",dictator
299559,first,1,1,100,50,"[50, 50]",dictator
299560,second,1,1,100,None,"[99, 1]",dictator
299570,first,1,1,100,40,"[60, 40]",dictator
299582,first,1,1,100,50,"[50, 50]",dictator
299585,first,1,1,100,0,"[100, 0]",dictator
299599,second,1,1,100,None,"[50, 50]",dictator
299638,second,1,1,100,None,"[25, 75]",dictator
299639,first,1,1,100,26,"[74, 26]",dictator
299641,second,1,1,100,None,"[100, 0]",dictator
299642,second,1,1,100,None,"[99, 1]",dictator
299643,first,1,1,100,40,"[60, 40]",dictator
299648,first,1,1,100,20,"[80, 20]",dictator
299650,first,1,1,100,50,"[50, 50]",dictator
299651,second,1,1,100,None,"[60, 40]",dictator
299652,second,1,1,100,None,"[50, 50]",dictator
299653,second,1,1,100,None,"[50, 50]",dictator
299659,second,1,1,100,None,"[75, 25]",dictator
299660,second,1,1,100,None,"[80, 20]",dictator
299661,first,1,1,100,50,"[50, 50]",dictator
299663,first,1,1,100,0,"[100, 0]",dictator
299664,second,1,1,100,None,"[100, 0]",dictator
299666,first,1,1,100,20,"[80, 20]",dictator
299672,second,1,1,100,None,"[75, 25]",dictator
299674,second,1,1,100,None,"[50, 50]",dictator
299677,second,1,1,100,None,"[50, 50]",dictator
300440,first,1,1,100,40,"[60, 40]",dictator
300443,second,1,1,100,None,"[50, 50]",dictator
300445,first,1,1,100,50,"[50, 50]",dictator
300447,first,1,1,100,47,"[53, 47]",dictator
300448,second,1,1,100,None,"[12, 88]",dictator
300452,second,1,1,100,None,"[3, 97]",dictator
300453,second,1,1,100,None,"[100, 0]",dictator
300457,second,1,1,100,None,"[79, 21]",dictator
300458,second,1,1,100,None,"[75, 25]",dictator
300459,first,1,1,100,0,"[100, 0]",dictator
300460,second,1,1,100,None,"[50, 50]",dictator
300462,second,1,1,100,None,"[50, 50]",dictator
300464,first,1,1,100,40,"[60, 40]",dictator
300466,first,1,1,100,40,"[60, 40]",dictator
300467,first,1,1,100,50,"[50, 50]",dictator
300479,first,1,1,100,50,"[50, 50]",dictator
300482,first,1,1,100,50,"[50, 50]",dictator
300484,first,1,1,100,40,"[60, 40]",dictator
300485,first,1,1,100,0,"[100, 0]",dictator
300487,second,1,1,100,None,"[90, 10]",dictator
300488,second,1,1,100,None,"[100, 0]",dictator
300489,first,1,1,100,50,"[50, 50]",dictator
300494,second,1,1,100,None,"[50, 50]",dictator
300495,second,1,1,100,None,"[78, 22]",dictator
300496,first,1,1,100,50,"[50, 50]",dictator
300500,first,1,1,100,45,"[55, 45]",dictator
300501,second,1,1,100,None,"[70, 30]",dictator
300503,second,1,1,100,None,"[60, 40]",dictator
300504,first,1,1,100,0,"[100, 0]",dictator
300505,first,1,1,100,23,"[77, 23]",dictator
300506,second,1,1,100,None,"[89, 11]",dictator
300507,second,1,1,100,None,"[100, 0]",dictator
300508,first,1,1,100,50,"[50, 50]",dictator
300510,first,1,1,100,0,"[100, 0]",dictator
300513,second,1,1,100,None,"[75, 25]",dictator
300515,first,1,1,100,40,"[60, 40]",dictator
300516,first,1,1,100,54,"[46, 54]",dictator
300517,second,1,1,100,None,"[100, 0]",dictator
300520,first,1,1,100,0,"[100, 0]",dictator
300521,second,1,1,100,None,"[100, 0]",dictator
300522,second,1,1,100,None,"[100, 0]",dictator
300523,first,1,1,100,50,"[50, 50]",dictator
300524,second,1,1,0,None,"[0, 0]",dictator
300527,first,1,1,100,10,"[90, 10]",dictator
300529,first,1,1,100,0,[100],dictator
300531,second,1,1,100,None,"[75, 25]",dictator
300532,first,1,1,100,0,"[100, 0]",dictator
300534,first,1,1,100,10,"[90, 10]",dictator
300535,first,1,1,100,0,"[100, 0]",dictator
300536,first,1,1,100,43,"[57, 43]",dictator
300537,second,1,1,100,None,"[60, 40]",dictator
300540,first,1,1,100,1,"[99, 1]",dictator
300541,second,1,1,100,None,"[50, 50]",dictator
300542,first,1,1,100,1,"[99, 1]",dictator
300545,first,1,1,100,50,"[50, 50]",dictator
300556,second,1,1,100,None,"[50, 50]",dictator
300566,first,1,1,100,88,"[12, 88]",dictator
300571,first,1,1,100,50,"[50, 50]",dictator
300572,first,1,1,100,0,"[100, 0]",dictator
300577,first,1,1,100,0,"[100, 0]",dictator
300583,second,1,1,100,None,"[60, 40]",dictator
300584,second,1,1,100,None,"[100, 0]",dictator
300586,second,1,1,100,None,"[100, 0]",dictator
300595,first,1,1,100,0,"[100, 0]",dictator
300596,second,1,1,100,None,"[100, 0]",dictator
300598,second,1,1,100,None,"[53, 47]",dictator
300607,first,1,1,100,1,"[99, 1]",dictator
300617,second,1,1,100,None,"[50, 50]",dictator
300618,first,1,1,100,1,"[99, 1]",dictator
300623,first,1,1,100,50,"[50, 50]",dictator
300628,first,1,1,100,50,"[50, 50]",dictator
300634,first,1,1,100,30,"[70, 30]",dictator
300637,first,1,1,100,0,"[100, 0]",dictator
300654,first,1,1,100,1,"[99, 1]",dictator
300659,second,1,1,100,None,"[89, 11]",dictator
300670,first,1,1,100,50,"[50, 50]",dictator
300682,second,1,1,100,None,"[55, 45]",dictator
300683,first,1,1,100,0,"[100, 0]",dictator
300692,first,1,1,100,50,"[50, 50]",dictator
300702,first,1,1,100,40,"[60, 40]",dictator
300704,first,1,1,100,33,"[67, 33]",dictator
300707,second,1,1,100,None,"[60, 40]",dictator
300720,first,1,1,100,50,"[50, 50]",dictator
300729,second,1,1,100,None,"[50, 50]",dictator
300730,first,1,1,100,25,"[75, 25]",dictator
300731,second,1,1,100,None,"[50, 50]",dictator
300732,second,1,1,100,None,"[99, 1]",dictator
300733,first,1,1,100,25,"[75, 25]",dictator
300736,first,1,1,100,45,"[55, 45]",dictator
300749,second,1,1,100,None,"[100, 0]",dictator
300750,second,1,1,100,None,"[60, 40]",dictator
300753,first,1,1,100,50,"[50, 50]",dictator
300754,first,1,1,100,50,"[50, 50]",dictator
300755,first,1,1,100,50,"[50, 50]",dictator
300756,first,1,1,100,40,"[60, 40]",dictator
300758,second,1,1,100,None,"[50, 50]",dictator
300759,first,1,1,100,25,"[75, 25]",dictator
300760,second,1,1,100,None,"[100, 0]",dictator
300761,second,1,1,100,None,"[100, 0]",dictator
300763,second,1,1,100,None,"[99, 1]",dictator
300764,second,1,1,100,None,"[67, 33]",dictator
300765,second,1,1,100,None,"[69, 31]",dictator
300766,second,1,1,100,None,"[50, 50]",dictator
300768,second,1,1,100,None,"[100, 0]",dictator
300769,first,1,1,100,40,"[60, 40]",dictator
300770,first,1,1,100,1,"[99, 1]",dictator
300773,first,1,1,100,31,"[69, 31]",dictator
300774,first,1,1,100,21,"[79, 21]",dictator
300775,first,1,1,100,50,"[50, 50]",dictator
300776,second,1,1,100,None,"[69, 31]",dictator
300777,first,1,1,100,40,"[60, 40]",dictator
300778,first,1,1,100,49,"[51, 49]",dictator
300779,first,1,1,100,50,"[50, 50]",dictator
300780,first,1,1,100,50,"[50, 50]",dictator
300782,first,1,1,0,1,"[0, 0]",dictator
300783,second,1,1,100,None,"[50, 50]",dictator
300787,first,1,1,100,0,"[100, 0]",dictator
300789,second,1,1,100,None,"[50, 50]",dictator
300793,first,1,1,100,25,"[75, 25]",dictator
300794,second,1,1,100,None,"[60, 40]",dictator
300796,second,1,1,100,None,"[46, 54]",dictator
300799,second,1,1,100,None,"[50, 50]",dictator
300801,second,1,1,100,None,"[99, 1]",dictator
300804,first,1,1,100,49,"[51, 49]",dictator
300805,first,1,1,100,50,"[50, 50]",dictator
300806,second,1,1,100,None,"[100, 0]",dictator
300808,second,1,1,100,None,"[50, 50]",dictator
300809,second,1,1,100,None,"[50, 50]",dictator
300819,second,1,1,100,None,"[50, 50]",dictator
300822,second,1,1,100,None,"[50, 50]",dictator
300824,second,1,1,100,None,"[60, 40]",dictator
300832,first,1,1,100,11,"[89, 11]",dictator
300833,second,1,1,100,None,"[50, 50]",dictator
300834,first,1,1,100,34,"[66, 34]",dictator
300835,second,1,1,100,None,"[90, 10]",dictator
300836,first,1,1,100,0,"[100, 0]",dictator
300837,second,1,1,100,None,"[100, 0]",dictator
300839,second,1,1,0,None,"[0, 0]",dictator
300841,second,1,1,100,None,"[75, 25]",dictator
300842,second,1,1,100,None,"[50, 50]",dictator
300846,first,1,1,100,50,"[50, 50]",dictator
300853,first,1,1,100,0,"[100, 0]",dictator
300854,second,1,1,100,None,"[50, 50]",dictator
300855,second,1,1,100,None,"[100, 0]",dictator
300857,first,1,1,100,0,"[100, 0]",dictator
300859,second,1,1,100,None,"[77, 23]",dictator
300865,second,1,1,100,None,"[66, 34]",dictator
300868,first,1,1,100,0,"[100, 0]",dictator
300869,second,1,1,100,None,"[51, 49]",dictator
300876,first,1,1,100,50,"[50, 50]",dictator
300877,first,1,1,100,25,"[75, 25]",dictator
300878,second,1,1,100,None,"[55, 45]",dictator
300883,second,1,1,100,None,"[99, 1]",dictator
300886,second,1,1,100,None,"[50, 50]",dictator
300893,second,1,1,100,None,"[100, 0]",dictator
300911,second,1,1,100,None,"[50, 50]",dictator
300912,second,1,1,100,None,"[99, 1]",dictator
300915,second,1,1,100,None,"[51, 49]",dictator
300916,first,1,1,100,0,"[100, 0]",dictator
300917,first,1,1,100,50,"[50, 50]",dictator
300918,second,1,1,100,None,"[50, 50]",dictator
300919,first,1,1,100,50,"[50, 50]",dictator
300920,first,1,1,100,1,"[99, 1]",dictator
300932,first,1,1,100,50,"[50, 50]",dictator
300933,second,1,1,100,None,"[60, 40]",dictator
300935,first,1,1,100,0,"[100, 0]",dictator
300938,first,1,1,100,40,"[60, 40]",dictator
300940,first,1,1,100,40,"[60, 40]",dictator
300941,second,1,1,100,None,"[61, 39]",dictator
300943,second,1,1,100,None,"[50, 50]",dictator
300945,first,1,1,100,10,"[90, 10]",dictator
300951,second,1,1,100,None,"[100, 0]",dictator
300953,second,1,1,100,None,"[100, 0]",dictator
300954,second,1,1,100,None,"[60, 40]",dictator
300955,second,1,1,100,None,"[50, 50]",dictator
300956,first,1,1,100,0,[100],dictator
300957,first,1,1,100,39,"[61, 39]",dictator
300960,first,1,1,100,50,"[50, 50]",dictator
300965,second,1,1,100,None,"[99, 1]",dictator
300974,first,1,1,100,25,"[75, 25]",dictator
300975,first,1,1,100,40,"[60, 40]",dictator
300986,first,1,1,100,50,"[50, 50]",dictator
300987,second,1,1,100,None,"[100, 0]",dictator
301023,second,1,1,100,None,"[60, 40]",dictator
301031,first,1,1,100,49,"[51, 49]",dictator
301032,first,1,1,100,0,"[100, 0]",dictator
301047,second,1,1,100,None,"[50, 50]",dictator
301052,second,1,1,100,None,"[50, 50]",dictator
301054,first,1,1,100,0,"[100, 0]",dictator
301064,first,1,1,100,31,"[69, 31]",dictator
301066,first,1,1,100,0,"[100, 0]",dictator
301156,second,1,1,100,None,"[60, 40]",dictator
301157,first,1,1,100,11,"[89, 11]",dictator
301166,first,1,1,100,10,"[90, 10]",dictator
301167,second,1,1,100,None,"[100, 0]",dictator
301168,second,1,1,100,None,"[50, 50]",dictator
301169,first,1,1,100,30,"[70, 30]",dictator
301170,first,1,1,100,22,"[78, 22]",dictator
301171,second,1,1,100,None,"[100, 0]",dictator
301172,second,1,1,100,None,"[100, 0]",dictator
301173,second,1,1,100,None,"[51, 49]",dictator
301174,second,1,1,100,None,"[70, 30]",dictator
301175,second,1,1,100,None,"[100, 0]",dictator
301176,second,1,1,100,None,"[75, 25]",dictator
301177,first,1,1,0,1,"[0, 0]",dictator
301178,second,1,1,100,None,"[90, 10]",dictator
301180,second,1,1,100,None,"[99, 1]",dictator
301181,first,1,1,100,50,"[50, 50]",dictator
301183,first,1,1,100,0,"[100, 0]",dictator
301184,first,1,1,100,50,"[50, 50]",dictator
301185,first,1,1,100,0,"[100, 0]",dictator
301186,second,1,1,100,None,"[57, 43]",dictator
301188,second,1,1,100,None,"[100, 0]",dictator
301189,second,1,1,100,None,"[50, 50]",dictator
301191,second,1,1,100,None,"[75, 25]",dictator
301205,first,1,1,100,1,"[99, 1]",dictator
301432,second,1,1,100,None,"[50, 50]",dictator
306424,first,1,1,100,50,"[50, 50]",dictator
306425,second,1,1,100,None,"[50, 50]",dictator
307174,second,1,1,100,None,"[50, 50]",dictator
307486,second,1,1,100,None,"[65, 35]",dictator
307526,first,1,1,100,0,"[100, 0]",dictator
307535,first,1,1,100,0,"[100, 0]",dictator
307536,second,1,1,100,None,"[100, 0]",dictator
307537,second,1,1,100,None,"[75, 25]",dictator
307539,second,1,1,100,None,"[60, 40]",dictator
307540,first,1,1,100,25,"[75, 25]",dictator
307541,first,1,1,100,0,"[100, 0]",dictator
307584,first,1,1,100,25,"[75, 25]",dictator
307633,second,1,1,100,None,"[90, 10]",dictator
307808,second,1,1,100,None,"[50, 50]",dictator
307809,first,1,1,100,50,"[50, 50]",dictator
307817,first,1,1,100,50,"[50, 50]",dictator
307819,first,1,1,100,0,"[100, 0]",dictator
307821,first,1,1,0,1,"[0, 0]",dictator
307830,second,1,1,100,None,"[60, 40]",dictator
307886,first,1,1,100,97,"[3, 97]",dictator
314932,second,1,5,100,None,"[60, 40]",dictator
314932,second,2,5,100,None,"[60, 40]",dictator
314932,second,3,5,100,None,"[55, 45]",dictator
314932,second,4,5,100,None,"[50, 50]",dictator
314932,second,5,5,100,None,"[70, 30]",dictator
315447,first,1,5,100,10,"[90, 10]",dictator
315447,first,2,5,100,20,"[80, 20]",dictator
315447,first,3,5,100,15,"[85, 15]",dictator
315447,first,4,5,100,0,"[100, 0]",dictator
315447,first,5,5,100,25,"[75, 25]",dictator
315473,first,1,5,100,35,"[65, 35]",dictator
315473,first,2,5,100,50,"[50, 50]",dictator
315473,first,3,5,100,25,"[75, 25]",dictator
315473,first,4,5,100,25,"[75, 25]",dictator
315473,first,5,5,100,20,"[80, 20]",dictator
315916,second,1,5,100,None,"[95, 5]",dictator
315916,second,2,5,100,None,"[75, 25]",dictator
315916,second,3,5,100,None,"[50, 50]",dictator
315916,second,4,5,100,None,"[100, 0]",dictator
315916,second,5,5,100,None,"[80, 20]",dictator
316740,first,1,5,100,15,"[85, 15]",dictator
316740,first,2,5,100,0,"[100, 0]",dictator
316740,first,3,5,100,12,"[88, 12]",dictator
316740,first,4,5,100,0,"[100, 0]",dictator
316740,first,5,5,100,0,"[100, 0]",dictator
316912,first,1,5,100,15,"[85, 15]",dictator
316912,first,2,5,100,15,"[85, 15]",dictator
316912,first,3,5,100,15,"[85, 15]",dictator
316912,first,4,5,100,15,"[85, 15]",dictator
316912,first,5,5,100,15,"[85, 15]",dictator
317331,second,1,5,100,None,"[90, 10]",dictator
317331,second,2,5,100,None,"[80, 20]",dictator
317331,second,3,5,100,None,"[85, 15]",dictator
317331,second,4,5,100,None,"[100, 0]",dictator
317331,second,5,5,100,None,"[75, 25]",dictator
317400,first,1,5,100,5,"[95, 5]",dictator
317400,first,2,5,100,25,"[75, 25]",dictator
317400,first,3,5,100,50,"[50, 50]",dictator
317400,first,4,5,100,0,"[100, 0]",dictator
317400,first,5,5,100,20,"[80, 20]",dictator
318299,second,1,5,100,None,"[65, 35]",dictator
318299,second,2,5,100,None,"[50, 50]",dictator
318299,second,3,5,100,None,"[75, 25]",dictator
318299,second,4,5,100,None,"[75, 25]",dictator
318299,second,5,5,100,None,"[80, 20]",dictator
318751,first,1,5,100,40,"[60, 40]",dictator
318751,first,2,5,100,40,"[60, 40]",dictator
318751,first,3,5,100,45,"[55, 45]",dictator
318751,first,4,5,100,50,"[50, 50]",dictator
318751,first,5,5,100,30,"[70, 30]",dictator
319227,first,1,5,59,0,[59],dictator
319227,first,2,5,50,0,[50],dictator
319227,first,3,5,60,0,[60],dictator
319227,first,4,5,59,0,[59],dictator
319227,first,5,5,30,0,[30],dictator
323897,second,1,5,100,None,"[85, 15]",dictator
323897,second,2,5,100,None,"[100, 0]",dictator
323897,second,3,5,100,None,"[88, 12]",dictator
323897,second,4,5,100,None,"[100, 0]",dictator
323897,second,5,5,100,None,"[100, 0]",dictator
84022,first,1,3,100,30,"[70, 30]",dictator
84022,first,2,3,100,30,"[70, 30]",dictator
84022,first,3,3,100,16,"[84, 16]",dictator
84022,first,1,3,100,30,"[70, 30]",dictator
84022,first,2,3,100,25,"[75, 25]",dictator
84022,first,3,3,100,20,"[80, 20]",dictator
84786,first,1,3,100,16,"[84, 16]",dictator
84786,first,2,3,100,20,"[80, 20]",dictator
84786,first,3,3,100,25,"[75, 25]",dictator
84786,first,1,3,100,25,"[75, 25]",dictator
84786,first,2,3,100,15,"[85, 15]",dictator
84786,first,3,3,100,5,"[95, 5]",dictator
85488,first,1,3,100,28,"[72, 28]",dictator
85488,first,2,3,0,1,"[0, 0]",dictator
85488,first,3,3,0,1,"[0, 0]",dictator
85488,second,1,3,100,None,"[90, 10]",dictator
85488,second,2,3,100,None,"[86, 14]",dictator
85488,second,3,3,100,None,"[100, 0]",dictator
105281,first,1,3,0,1,"[0, 0]",dictator
105281,second,1,3,0,None,"[0, 0]",dictator
105281,second,2,3,0,None,"[0, 0]",dictator
105281,second,3,3,0,None,"[0, 0]",dictator
105282,second,1,3,0,None,"[0, 0]",dictator
105282,second,2,3,0,None,"[0, 0]",dictator
105282,second,3,3,0,None,"[0, 0]",dictator
105477,first,1,3,0,1,"[0, 0]",dictator
105477,first,2,3,0,1,"[0, 0]",dictator
105477,first,3,3,0,1,"[0, 0]",dictator
105477,second,1,3,0,None,"[0, 0]",dictator
105477,second,2,3,0,None,"[0, 0]",dictator
105477,second,3,3,0,None,"[0, 0]",dictator
105516,second,1,3,0,None,"[0, 0]",dictator
105516,second,2,3,0,None,"[0, 0]",dictator
105516,second,3,3,0,None,"[0, 0]",dictator
105519,second,1,3,100,None,"[70, 30]",dictator
105519,second,2,3,100,None,"[85, 15]",dictator
105519,second,3,3,100,None,"[89, 11]",dictator
105519,second,1,3,0,None,"[0, 0]",dictator
105519,second,2,3,0,None,"[0, 0]",dictator
105519,second,3,3,0,None,"[0, 0]",dictator
105520,second,1,3,0,None,"[0, 0]",dictator
105520,second,2,3,0,None,"[0, 0]",dictator
105520,second,3,3,0,None,"[0, 0]",dictator
105520,first,1,3,0,1,"[0, 0]",dictator
105520,first,2,3,0,1,"[0, 0]",dictator
105520,first,3,3,0,1,"[0, 0]",dictator
105522,first,1,3,60,0,[60],dictator
105522,first,2,3,59,0,[59],dictator
105522,first,3,3,84,0,[84],dictator
105522,second,1,3,0,None,"[0, 0]",dictator
105522,second,2,3,0,None,"[0, 0]",dictator
105522,second,3,3,0,None,"[0, 0]",dictator
105551,second,1,3,100,None,"[50, 50]",dictator
105551,second,2,3,100,None,"[50, 50]",dictator
105551,second,3,3,100,None,"[50, 50]",dictator
105551,first,1,3,0,1,"[0, 0]",dictator
105551,first,2,3,0,1,"[0, 0]",dictator
105551,first,3,3,0,1,"[0, 0]",dictator
105552,second,1,3,0,None,"[0, 0]",dictator
105552,second,2,3,0,None,"[0, 0]",dictator
105552,second,3,3,0,None,"[0, 0]",dictator
105552,first,1,3,0,1,"[0, 0]",dictator
105552,first,2,3,0,1,"[0, 0]",dictator
105552,first,3,3,0,1,"[0, 0]",dictator
105555,first,1,3,0,1,"[0, 0]",dictator
105555,first,2,3,0,1,"[0, 0]",dictator
105555,first,3,3,0,1,"[0, 0]",dictator
105555,first,1,3,0,1,"[0, 0]",dictator
105555,first,2,3,0,1,"[0, 0]",dictator
105555,first,3,3,0,1,"[0, 0]",dictator
105556,second,1,3,0,None,"[0, 0]",dictator
105556,second,2,3,0,None,"[0, 0]",dictator
105556,second,3,3,0,None,"[0, 0]",dictator
105556,second,1,3,100,None,"[72, 28]",dictator
105556,second,2,3,100,None,"[80, 20]",dictator
105556,second,3,3,100,None,"[80, 20]",dictator
105558,first,1,3,0,1,"[0, 0]",dictator
105558,first,2,3,0,1,"[0, 0]",dictator
105558,first,3,3,0,1,"[0, 0]",dictator
105558,first,1,3,0,1,"[0, 0]",dictator
105558,first,2,3,0,1,"[0, 0]",dictator
105558,first,3,3,0,1,"[0, 0]",dictator
105560,first,1,3,100,30,"[70, 30]",dictator
105560,first,2,3,100,20,"[80, 20]",dictator
105560,first,3,3,100,10,"[90, 10]",dictator
105560,second,1,3,100,None,"[100, 0]",dictator
105560,second,2,3,100,None,"[99, 1]",dictator
105560,second,3,3,100,None,"[100, 0]",dictator
105561,second,1,3,0,None,"[0, 0]",dictator
105561,second,2,3,0,None,"[0, 0]",dictator
105561,second,3,3,0,None,"[0, 0]",dictator
105561,second,1,3,0,None,"[0, 0]",dictator
105561,second,2,3,0,None,"[0, 0]",dictator
105561,second,3,3,0,None,"[0, 0]",dictator
105572,second,1,3,100,None,"[50, 50]",dictator
105572,second,2,3,100,None,"[49, 51]",dictator
105572,second,3,3,100,None,"[51, 49]",dictator
105572,first,1,3,100,28,"[72, 28]",dictator
105572,first,2,3,100,20,"[80, 20]",dictator
105572,first,3,3,100,20,"[80, 20]",dictator
105573,first,1,3,100,50,"[50, 50]",dictator
105573,first,2,3,100,51,"[49, 51]",dictator
105573,first,3,3,100,49,"[51, 49]",dictator
105573,first,1,3,100,40,"[60, 40]",dictator
105573,first,2,3,100,50,"[50, 50]",dictator
105573,first,3,3,100,41,"[59, 41]",dictator
105593,first,1,3,0,1,"[0, 0]",dictator
105593,first,2,3,0,1,"[0, 0]",dictator
105593,first,3,3,0,1,"[0, 0]",dictator
105593,first,1,3,0,1,"[0, 0]",dictator
105593,first,2,3,0,1,"[0, 0]",dictator
105593,first,3,3,0,1,"[0, 0]",dictator
105594,second,1,3,0,None,"[0, 0]",dictator
105594,second,2,3,0,None,"[0, 0]",dictator
105594,second,3,3,0,None,"[0, 0]",dictator
105594,second,1,3,0,None,"[0, 0]",dictator
105594,second,2,3,0,None,"[0, 0]",dictator
105594,second,3,3,0,None,"[0, 0]",dictator
105596,second,1,3,0,None,"[0, 0]",dictator
105596,second,2,3,0,None,"[0, 0]",dictator
105596,second,3,3,0,None,"[0, 0]",dictator
105596,first,1,3,100,29,"[71, 29]",dictator
105596,first,2,3,100,22,"[78, 22]",dictator
105596,first,3,3,100,48,"[52, 48]",dictator
105598,first,1,3,100,44,"[56, 44]",dictator
105598,first,2,3,100,48,"[52, 48]",dictator
105598,first,3,3,100,40,"[60, 40]",dictator
105598,second,1,3,100,None,"[66, 34]",dictator
105598,second,2,3,100,None,"[53, 47]",dictator
105598,second,3,3,100,None,"[53, 47]",dictator
105600,first,1,3,100,2,"[98, 2]",dictator
105600,first,2,3,100,0,"[100, 0]",dictator
105600,first,3,3,100,2,"[98, 2]",dictator
105600,second,1,3,0,None,"[0, 0]",dictator
105600,second,2,3,0,None,"[0, 0]",dictator
105600,second,3,3,0,None,"[0, 0]",dictator
105601,second,1,3,0,None,"[0, 0]",dictator
105601,second,2,3,0,None,"[0, 0]",dictator
105601,second,3,3,0,None,"[0, 0]",dictator
105601,first,1,3,0,1,"[0, 0]",dictator
105601,first,2,3,0,1,"[0, 0]",dictator
105601,first,3,3,0,1,"[0, 0]",dictator
105602,second,1,3,0,None,"[0, 0]",dictator
105602,second,2,3,0,None,"[0, 0]",dictator
105602,second,3,3,0,None,"[0, 0]",dictator
105602,first,1,3,0,1,"[0, 0]",dictator
105603,first,1,3,0,1,"[0, 0]",dictator
105603,first,2,3,0,1,"[0, 0]",dictator
105603,first,3,3,0,1,"[0, 0]",dictator
105603,first,1,3,0,1,"[0, 0]",dictator
105603,first,2,3,0,1,"[0, 0]",dictator
105603,first,3,3,0,1,"[0, 0]",dictator
105604,second,1,3,100,None,"[60, 40]",dictator
105604,second,2,3,100,None,"[69, 31]",dictator
105604,second,3,3,100,None,"[99, 1]",dictator
105604,first,1,3,100,34,"[66, 34]",dictator
105604,first,2,3,100,47,"[53, 47]",dictator
105604,first,3,3,100,47,"[53, 47]",dictator
105605,second,1,3,100,None,"[100, 0]",dictator
105605,second,2,3,100,None,"[94, 6]",dictator
105605,second,3,3,100,None,"[100, 0]",dictator
105605,second,1,3,0,None,"[0, 0]",dictator
