UserID,Role,Round,totalRound,move,Total,roundResult,gameType
313297,player,2,3,45,100,SAFE,bomb_risk
313297,player,3,3,46,100,BOMB,bomb_risk
313364,player,1,1,35,100,BOMB,bomb_risk
313457,player,1,1,72,100,BOMB,bomb_risk
313457,player,1,3,30,100,SAFE,bomb_risk
313457,player,2,3,40,100,SAFE,bomb_risk
313457,player,3,3,20,100,BOMB,bomb_risk
313553,player,1,1,30,100,BOMB,bomb_risk
313553,player,1,3,20,100,SAFE,bomb_risk
313553,player,2,3,20,100,SAFE,bomb_risk
313553,player,3,3,11,100,SAFE,bomb_risk
313970,player,1,1,54,100,BOMB,bomb_risk
313970,player,1,3,51,100,SAFE,bomb_risk
313970,player,2,3,23,100,SAFE,bomb_risk
313970,player,3,3,51,100,BOMB,bomb_risk
315220,player,1,1,15,100,BOMB,bomb_risk
315220,player,1,3,10,100,BOMB,bomb_risk
315220,player,2,3,9,100,SAFE,bomb_risk
315220,player,3,3,48,100,SAFE,bomb_risk
315296,player,1,1,50,100,BOMB,bomb_risk
315296,player,1,3,50,100,SAFE,bomb_risk
315296,player,2,3,40,100,SAFE,bomb_risk
315296,player,3,3,40,100,SAFE,bomb_risk
315302,player,1,1,49,100,BOMB,bomb_risk
315302,player,1,3,52,100,SAFE,bomb_risk
315302,player,2,3,47,100,SAFE,bomb_risk
315302,player,3,3,45,100,SAFE,bomb_risk
275155,player,1,1,40,100,BOMB,bomb_risk
275155,player,1,3,49,100,SAFE,bomb_risk
275155,player,2,3,53,100,SAFE,bomb_risk
275155,player,3,3,53,100,BOMB,bomb_risk
282046,player,1,1,50,100,BOMB,bomb_risk
282416,player,1,1,45,100,BOMB,bomb_risk
282416,player,1,3,25,100,SAFE,bomb_risk
282416,player,2,3,46,100,BOMB,bomb_risk
282416,player,3,3,46,100,BOMB,bomb_risk
285030,player,1,1,25,100,SAFE,bomb_risk
285030,player,1,3,45,100,SAFE,bomb_risk
285030,player,2,3,30,100,BOMB,bomb_risk
285030,player,3,3,51,100,BOMB,bomb_risk
312546,player,1,1,46,100,SAFE,bomb_risk
312546,player,1,3,4,100,SAFE,bomb_risk
312546,player,2,3,65,100,SAFE,bomb_risk
312546,player,3,3,81,100,BOMB,bomb_risk
312687,player,1,1,50,100,BOMB,bomb_risk
312687,player,1,3,50,100,BOMB,bomb_risk
312687,player,2,3,50,100,SAFE,bomb_risk
312687,player,3,3,40,100,SAFE,bomb_risk
312713,player,1,1,25,100,BOMB,bomb_risk
312713,player,1,3,75,100,BOMB,bomb_risk
312713,player,2,3,66,100,BOMB,bomb_risk
312713,player,3,3,66,100,BOMB,bomb_risk
312774,player,1,1,24,100,SAFE,bomb_risk
312774,player,1,3,25,100,SAFE,bomb_risk
312774,player,2,3,9,100,SAFE,bomb_risk
312774,player,3,3,7,100,SAFE,bomb_risk
312797,player,1,1,16,100,BOMB,bomb_risk
312797,player,1,3,31,100,SAFE,bomb_risk
312797,player,2,3,65,100,SAFE,bomb_risk
312797,player,3,3,81,100,BOMB,bomb_risk
312802,player,1,1,25,100,BOMB,bomb_risk
312802,player,1,3,30,100,SAFE,bomb_risk
312802,player,2,3,35,100,SAFE,bomb_risk
312802,player,3,3,30,100,SAFE,bomb_risk
312836,player,1,1,35,100,SAFE,bomb_risk
312850,player,1,1,62,100,BOMB,bomb_risk
312850,player,1,3,45,100,SAFE,bomb_risk
312850,player,2,3,23,100,BOMB,bomb_risk
312850,player,3,3,67,100,SAFE,bomb_risk
312862,player,1,1,63,100,BOMB,bomb_risk
312862,player,1,3,40,100,SAFE,bomb_risk
312862,player,2,3,20,100,SAFE,bomb_risk
312862,player,3,3,35,100,BOMB,bomb_risk
312882,player,1,1,22,100,SAFE,bomb_risk
312882,player,1,3,32,100,SAFE,bomb_risk
312882,player,2,3,32,100,SAFE,bomb_risk
312882,player,3,3,45,100,BOMB,bomb_risk
312893,player,1,1,44,100,BOMB,bomb_risk
312893,player,1,3,27,100,SAFE,bomb_risk
312893,player,2,3,31,100,SAFE,bomb_risk
312893,player,3,3,62,100,BOMB,bomb_risk
312895,player,1,1,40,100,BOMB,bomb_risk
312895,player,1,3,40,100,BOMB,bomb_risk
312895,player,2,3,40,100,BOMB,bomb_risk
312895,player,3,3,40,100,BOMB,bomb_risk
312924,player,1,1,75,100,BOMB,bomb_risk
312924,player,1,3,40,100,BOMB,bomb_risk
312924,player,2,3,37,100,SAFE,bomb_risk
312924,player,3,3,55,100,BOMB,bomb_risk
312932,player,1,1,51,100,SAFE,bomb_risk
312932,player,1,3,31,100,SAFE,bomb_risk
312932,player,2,3,12,100,SAFE,bomb_risk
312932,player,3,3,80,100,BOMB,bomb_risk
313042,player,1,1,38,100,SAFE,bomb_risk
313042,player,1,3,32,100,SAFE,bomb_risk
313042,player,2,3,54,100,SAFE,bomb_risk
313042,player,3,3,34,100,SAFE,bomb_risk
313045,player,1,1,17,100,SAFE,bomb_risk
313045,player,1,3,35,100,SAFE,bomb_risk
313045,player,2,3,40,100,SAFE,bomb_risk
313045,player,3,3,50,100,BOMB,bomb_risk
